time	V(vout)
Step Information: Run=1  (Step: 1/250)
1.003766405392103e-03	3.291446e+00
2.002916594501584e-03	3.291448e+00
4.001216972720545e-03	3.291446e+00
7.907466972720545e-03	3.291449e+00
1.181371697272054e-02	3.291447e+00
1.571996697272054e-02	3.291450e+00
1.962621697272054e-02	3.291449e+00
2.353246697272054e-02	3.291451e+00
2.743871697272054e-02	3.291450e+00
3.134496697272054e-02	3.291452e+00
3.525121697272054e-02	3.291451e+00
3.915746697272054e-02	3.291453e+00
4.306371697272054e-02	3.291452e+00
4.696996697272054e-02	3.291454e+00
5.087621697272054e-02	3.291453e+00
5.478246697272054e-02	3.291456e+00
5.868871697272054e-02	3.291455e+00
6.259496697272054e-02	3.291457e+00
6.650121697272054e-02	3.291456e+00
7.040746697272054e-02	3.291458e+00
7.431371697272054e-02	3.291457e+00
7.821996697272054e-02	3.291459e+00
8.212621697272054e-02	3.291458e+00
8.603246697272054e-02	3.291460e+00
8.993871697272054e-02	3.291459e+00
9.384496697272054e-02	3.291461e+00
9.775121697272054e-02	3.291460e+00
1.016574669727205e-01	3.291462e+00
1.055637169727205e-01	3.291461e+00
1.094699669727205e-01	3.291463e+00
1.133762169727205e-01	3.291462e+00
1.172824669727205e-01	3.291464e+00
1.211887169727205e-01	3.291463e+00
1.250949669727205e-01	3.291465e+00
1.290012169727205e-01	3.291464e+00
1.329074669727205e-01	3.291466e+00
1.368137169727205e-01	3.291465e+00
1.407199669727205e-01	3.291467e+00
1.446262169727205e-01	3.291466e+00
1.485324669727205e-01	3.291468e+00
1.524387169727205e-01	3.291467e+00
1.563449669727205e-01	3.291469e+00
1.602512169727205e-01	3.291468e+00
1.641574669727205e-01	3.291470e+00
1.680637169727205e-01	3.291469e+00
1.719699669727205e-01	3.291470e+00
1.758762169727205e-01	3.291469e+00
1.797824669727205e-01	3.291471e+00
1.836887169727205e-01	3.291470e+00
1.875949669727205e-01	3.291472e+00
1.915012169727205e-01	3.291471e+00
1.954074669727205e-01	3.291473e+00
1.993137169727205e-01	3.291472e+00
2.032199669727205e-01	3.291474e+00
2.071262169727205e-01	3.291473e+00
2.110324669727205e-01	3.291475e+00
2.149387169727205e-01	3.291474e+00
2.188449669727205e-01	3.291475e+00
2.227512169727205e-01	3.291474e+00
2.266574669727205e-01	3.291476e+00
2.305637169727205e-01	3.291475e+00
2.344699669727205e-01	3.291477e+00
2.383762169727205e-01	3.291476e+00
2.422824669727205e-01	3.291478e+00
2.461887169727205e-01	3.291477e+00
2.500949669727205e-01	3.291478e+00
2.540012169727205e-01	3.291477e+00
2.579074669727205e-01	3.291479e+00
2.618137169727205e-01	3.291478e+00
2.657199669727205e-01	3.291480e+00
2.696262169727205e-01	3.291479e+00
2.735324669727205e-01	3.291481e+00
2.774387169727205e-01	3.291480e+00
2.813449669727205e-01	3.291481e+00
2.852512169727205e-01	3.291480e+00
2.891574669727205e-01	3.291482e+00
2.930637169727205e-01	3.291481e+00
2.969699669727205e-01	3.291482e+00
3.008762169727205e-01	3.291482e+00
3.047824669727205e-01	3.291483e+00
3.086887169727205e-01	3.291482e+00
3.125949669727205e-01	3.291484e+00
3.165012169727205e-01	3.291483e+00
3.204074669727205e-01	3.291485e+00
3.243137169727205e-01	3.291484e+00
3.282199669727205e-01	3.291485e+00
3.321262169727205e-01	3.291484e+00
3.360324669727205e-01	3.291486e+00
3.399387169727205e-01	3.291485e+00
3.438449669727205e-01	3.291486e+00
3.477512169727205e-01	3.291485e+00
3.516574669727205e-01	3.291487e+00
3.555637169727205e-01	3.291486e+00
3.594699669727205e-01	3.291487e+00
3.633762169727205e-01	3.291487e+00
3.672824669727205e-01	3.291488e+00
3.711887169727205e-01	3.291487e+00
3.750949669727205e-01	3.291489e+00
3.790012169727205e-01	3.291488e+00
3.829074669727205e-01	3.291489e+00
3.868137169727205e-01	3.291488e+00
3.907199669727205e-01	3.291490e+00
3.946262169727205e-01	3.291489e+00
3.985324669727205e-01	3.291490e+00
4.024387169727205e-01	3.291489e+00
4.063449669727205e-01	3.291491e+00
4.102512169727205e-01	3.291490e+00
4.141574669727205e-01	3.291491e+00
4.180637169727205e-01	3.291490e+00
4.219699669727205e-01	3.291492e+00
4.258762169727205e-01	3.291491e+00
4.297824669727205e-01	3.291492e+00
4.336887169727205e-01	3.291491e+00
4.375949669727205e-01	3.291492e+00
4.415012169727205e-01	3.291492e+00
4.454074669727205e-01	3.291493e+00
4.493137169727205e-01	3.291492e+00
4.532199669727205e-01	3.291493e+00
4.571262169727205e-01	3.291492e+00
4.610324669727205e-01	3.291493e+00
4.649387169727205e-01	3.291492e+00
4.688449669727205e-01	3.291493e+00
4.727512169727205e-01	3.291492e+00
4.766574669727205e-01	3.291493e+00
4.805637169727205e-01	3.291492e+00
4.844699669727205e-01	3.291493e+00
4.883762169727205e-01	3.291492e+00
4.922824669727205e-01	3.291493e+00
4.961887169727205e-01	3.291492e+00
5.000949669727206e-01	3.291493e+00
5.040012169727206e-01	3.291491e+00
5.079074669727206e-01	3.291492e+00
5.118137169727206e-01	3.291490e+00
5.157199669727206e-01	3.291491e+00
5.196262169727206e-01	3.291489e+00
5.235324669727206e-01	3.291489e+00
5.274387169727206e-01	3.291487e+00
5.313449669727206e-01	3.291487e+00
5.352512169727206e-01	3.291484e+00
5.391574669727206e-01	3.291484e+00
5.430637169727206e-01	3.291481e+00
5.469699669727206e-01	3.291480e+00
5.508762169727206e-01	3.291476e+00
5.547824669727206e-01	3.291475e+00
5.586887169727206e-01	3.291471e+00
5.625949669727206e-01	3.291468e+00
5.665012169727206e-01	3.291463e+00
5.704074669727206e-01	3.291460e+00
5.743137169727206e-01	3.291453e+00
5.782199669727206e-01	3.291448e+00
5.821262169727206e-01	3.291440e+00
5.860324669727206e-01	3.291433e+00
5.899387169727206e-01	3.291422e+00
5.938449669727206e-01	3.291413e+00
5.977512169727206e-01	3.291399e+00
6.016574669727206e-01	3.291385e+00
6.055637169727206e-01	3.291366e+00
6.094699669727206e-01	3.291346e+00
6.133762169727206e-01	3.291316e+00
6.172824669727206e-01	3.291286e+00
6.211887169727206e-01	3.291238e+00
6.250949669727206e-01	3.291184e+00
6.290012169727206e-01	3.291092e+00
6.329074669727206e-01	3.290963e+00
6.368137169727206e-01	3.290650e+00
6.407199669727206e-01	3.288613e+00
6.407962609180331e-01	3.287510e+00
6.408267784961581e-01	3.286279e+00
6.408314616929510e-01	3.285892e+00
6.408408280865369e-01	3.284624e+00
6.408431696849334e-01	3.284050e+00
6.408478528817263e-01	3.282158e+00
6.408490236809246e-01	3.281291e+00
6.408513652793211e-01	3.278409e+00
6.408518091855182e-01	3.277468e+00
6.408526969979125e-01	3.274821e+00
6.408529189510110e-01	3.273858e+00
6.408533628572082e-01	3.271395e+00
6.408540218569098e-01	3.264662e+00
6.408541269226243e-01	3.262887e+00
6.408543370540535e-01	3.258338e+00
6.408546494727337e-01	3.246221e+00
6.408548961425267e-01	3.225122e+00
6.408550963958286e-01	3.186348e+00
6.408552928655847e-01	3.100678e+00
6.408554988538910e-01	2.935284e+00
6.408557907703362e-01	2.613917e+00
6.408561444060675e-01	2.181571e+00
6.408565414949000e-01	1.689413e+00
6.408573232707637e-01	7.221635e-01
6.408578194099775e-01	1.528908e-01
6.408578272169904e-01	1.457483e-01
6.408578428310160e-01	1.319788e-01
6.408578740590672e-01	1.067110e-01
6.408579365151698e-01	6.741578e-02
6.408580468263705e-01	3.361484e-02
6.408580820260521e-01	2.871472e-02
6.408581389621418e-01	2.352804e-02
6.408582014825993e-01	2.001165e-02
6.408582793397329e-01	1.730396e-02
6.408583729693588e-01	1.530031e-02
6.408584906841653e-01	1.373863e-02
6.408586417544041e-01	1.251661e-02
6.408588446262942e-01	1.152668e-02
6.408591063568205e-01	1.077490e-02
6.408594792401737e-01	1.015267e-02
6.408600879021956e-01	9.616237e-03
6.408611718772552e-01	9.169955e-03
6.408631896914663e-01	8.848137e-03
6.408672253198884e-01	8.642602e-03
6.408752965767325e-01	8.550958e-03
6.408914390904207e-01	8.530981e-03
6.409237241177972e-01	8.532653e-03
6.409882941725502e-01	8.532257e-03
6.411174342820563e-01	8.536349e-03
6.413757145010682e-01	8.532828e-03
6.418922749390922e-01	8.536230e-03
6.429253958151402e-01	8.532729e-03
6.449916375672361e-01	8.535845e-03
6.488978875672361e-01	8.532039e-03
6.528041375672361e-01	8.534956e-03
6.567103875672361e-01	8.531169e-03
6.606166375672361e-01	8.534031e-03
6.645228875672361e-01	8.530269e-03
6.684291375672361e-01	8.533121e-03
6.723353875672361e-01	8.529385e-03
6.762416375672361e-01	8.532227e-03
6.801478875672361e-01	8.528514e-03
6.840541375672361e-01	8.531348e-03
6.879603875672361e-01	8.527659e-03
6.918666375672361e-01	8.530483e-03
6.957728875672361e-01	8.526818e-03
6.996791375672361e-01	8.529632e-03
7.035853875672361e-01	8.525991e-03
7.074916375672361e-01	8.528797e-03
7.113978875672361e-01	8.525179e-03
7.153041375672361e-01	8.527975e-03
7.192103875672361e-01	8.524380e-03
7.231166375672361e-01	8.527166e-03
7.270228875672361e-01	8.523594e-03
7.309291375672361e-01	8.526372e-03
7.348353875672361e-01	8.522821e-03
7.387416375672361e-01	8.525590e-03
7.426478875672361e-01	8.522062e-03
7.465541375672361e-01	8.524822e-03
7.504603875672361e-01	8.521315e-03
7.543666375672361e-01	8.524067e-03
7.582728875672361e-01	8.520581e-03
7.621791375672361e-01	8.523324e-03
7.660853875672361e-01	8.519859e-03
7.699916375672361e-01	8.522593e-03
7.738978875672361e-01	8.519149e-03
7.778041375672361e-01	8.521875e-03
7.817103875672361e-01	8.518452e-03
7.856166375672361e-01	8.521168e-03
7.895228875672361e-01	8.517766e-03
7.934291375672361e-01	8.520475e-03
7.973353875672361e-01	8.517092e-03
8.012416375672361e-01	8.519792e-03
8.051478875672361e-01	8.516429e-03
8.090541375672361e-01	8.519121e-03
8.129603875672361e-01	8.515778e-03
8.168666375672361e-01	8.518461e-03
8.207728875672361e-01	8.515137e-03
8.246791375672361e-01	8.517812e-03
8.285853875672361e-01	8.514508e-03
8.324916375672361e-01	8.517175e-03
8.363978875672361e-01	8.513889e-03
8.403041375672361e-01	8.516548e-03
8.442103875672361e-01	8.513282e-03
8.481166375672361e-01	8.515933e-03
8.520228875672361e-01	8.512685e-03
8.559291375672361e-01	8.515328e-03
8.598353875672361e-01	8.512099e-03
8.637416375672361e-01	8.514735e-03
8.676478875672361e-01	8.511525e-03
8.715541375672361e-01	8.514153e-03
8.754603875672361e-01	8.510961e-03
8.793666375672361e-01	8.513583e-03
8.832728875672361e-01	8.510410e-03
8.871791375672361e-01	8.513026e-03
8.910853875672361e-01	8.509872e-03
8.949916375672361e-01	8.512481e-03
8.988978875672361e-01	8.509346e-03
9.028041375672361e-01	8.511952e-03
9.067103875672361e-01	8.508837e-03
9.106166375672361e-01	8.511439e-03
9.145228875672361e-01	8.508345e-03
9.184291375672361e-01	8.510944e-03
9.223353875672361e-01	8.507873e-03
9.262416375672361e-01	8.510472e-03
9.301478875672361e-01	8.507425e-03
9.340541375672361e-01	8.510027e-03
9.379603875672361e-01	8.507006e-03
9.418666375672361e-01	8.509615e-03
9.457728875672361e-01	8.506622e-03
9.496791375672361e-01	8.509241e-03
9.535853875672361e-01	8.506283e-03
9.574916375672361e-01	8.508919e-03
9.613978875672361e-01	8.506000e-03
9.653041375672361e-01	8.508659e-03
9.692103875672361e-01	8.505786e-03
9.731166375672361e-01	8.508479e-03
9.770228875672361e-01	8.505662e-03
9.809291375672361e-01	8.508400e-03
9.848353875672361e-01	8.505651e-03
9.887416375672361e-01	8.508450e-03
9.926478875672361e-01	8.505783e-03
9.965541375672361e-01	8.508665e-03
1.000460387567236e+00	8.506099e-03
1.004366637567236e+00	8.509088e-03
1.008272887567236e+00	8.506648e-03
1.012179137567236e+00	8.509777e-03
1.016085387567236e+00	8.507494e-03
1.019991637567236e+00	8.510803e-03
1.023897887567236e+00	8.508716e-03
1.027804137567236e+00	8.512258e-03
1.031710387567236e+00	8.510416e-03
1.035616637567236e+00	8.514257e-03
1.039522887567236e+00	8.512726e-03
1.043429137567236e+00	8.516950e-03
1.047335387567236e+00	8.515809e-03
1.051241637567236e+00	8.520525e-03
1.055147887567236e+00	8.519880e-03
1.059054137567236e+00	8.525231e-03
1.062960387567236e+00	8.525217e-03
1.066866637567236e+00	8.531391e-03
1.070772887567236e+00	8.532193e-03
1.074679137567236e+00	8.539443e-03
1.078585387567236e+00	8.541307e-03
1.082491637567236e+00	8.549986e-03
1.086397887567236e+00	8.553266e-03
1.090304137567236e+00	8.563878e-03
1.094210387567236e+00	8.569086e-03
1.098116637567236e+00	8.582397e-03
1.102022887567236e+00	8.590335e-03
1.105929137567236e+00	8.607572e-03
1.109835387567236e+00	8.619580e-03
1.113741637567236e+00	8.643633e-03
1.117647887567236e+00	8.662015e-03
1.121554137567236e+00	8.696516e-03
1.125460387567236e+00	8.726780e-03
1.129366637567236e+00	8.782818e-03
1.133272887567236e+00	8.839854e-03
1.137179137567236e+00	8.954110e-03
1.141085387567236e+00	9.106399e-03
1.144991637567236e+00	9.607229e-03
1.145479918817236e+00	9.677378e-03
1.146456481317236e+00	1.004513e-02
1.146700621942236e+00	1.021222e-02
1.147188903192236e+00	1.077730e-02
1.147341491082861e+00	1.116647e-02
1.147417785028173e+00	1.147399e-02
1.147448302606298e+00	1.164963e-02
1.147509337762548e+00	1.225438e-02
1.147524596551611e+00	1.253776e-02
1.147555114129736e+00	1.359555e-02
1.147561310044421e+00	1.404394e-02
1.147573701873791e+00	1.583582e-02
1.147575533532928e+00	1.636708e-02
1.147579196851204e+00	1.799408e-02
1.147580112680773e+00	1.865586e-02
1.147581944339910e+00	2.056223e-02
1.147582402254695e+00	2.128086e-02
1.147583318084264e+00	2.318454e-02
1.147584317519507e+00	2.684185e-02
1.147584546813588e+00	2.818612e-02
1.147585005401750e+00	3.187482e-02
1.147585391852602e+00	3.711286e-02
1.147585488465315e+00	3.904156e-02
1.147585681690741e+00	4.397516e-02
1.147585969981145e+00	5.711747e-02
1.147586206531541e+00	8.095653e-02
1.147586404855954e+00	1.266280e-01
1.147586608887213e+00	2.300745e-01
1.147586819459476e+00	4.148743e-01
1.147587132452565e+00	7.718297e-01
1.147587463967118e+00	1.179492e+00
1.147587912100407e+00	1.735056e+00
1.147588808366984e+00	2.837426e+00
1.147588864561199e+00	2.903663e+00
1.147588976949629e+00	3.031441e+00
1.147589125876111e+00	3.178653e+00
1.147589225969118e+00	3.240726e+00
1.147589333401536e+00	3.268710e+00
1.147589376894953e+00	3.273862e+00
1.147589437245124e+00	3.278249e+00
1.147589503495361e+00	3.281256e+00
1.147589580640119e+00	3.283470e+00
1.147589690202057e+00	3.285417e+00
1.147589815839048e+00	3.286777e+00
1.147589989084611e+00	3.287923e+00
1.147590209484962e+00	3.288791e+00
1.147590515022133e+00	3.289500e+00
1.147590922796309e+00	3.290040e+00
1.147591506288041e+00	3.290472e+00
1.147592325408753e+00	3.290797e+00
1.147593774684994e+00	3.291078e+00
1.147596476803189e+00	3.291287e+00
1.147601881039579e+00	3.291416e+00
1.147612689512359e+00	3.291464e+00
1.147634306457918e+00	3.291481e+00
1.147677540349036e+00	3.291465e+00
1.147764008131273e+00	3.291466e+00
1.147936943695745e+00	3.291465e+00
1.148282814824691e+00	3.291466e+00
1.148974557082583e+00	3.291465e+00
1.150358041598366e+00	3.291466e+00
1.153125010629933e+00	3.291466e+00
1.157031260629933e+00	3.291467e+00
1.160937510629933e+00	3.291466e+00
1.164843760629933e+00	3.291468e+00
1.168750010629933e+00	3.291467e+00
1.172656260629933e+00	3.291469e+00
1.176562510629933e+00	3.291468e+00
1.180468760629933e+00	3.291470e+00
1.184375010629933e+00	3.291469e+00
1.188281260629933e+00	3.291470e+00
1.192187510629933e+00	3.291470e+00
1.196093760629933e+00	3.291471e+00
1.200000010629933e+00	3.291471e+00
1.203906260629933e+00	3.291472e+00
1.207812510629933e+00	3.291472e+00
1.211718760629933e+00	3.291473e+00
1.215625010629933e+00	3.291472e+00
1.219531260629933e+00	3.291474e+00
1.223437510629933e+00	3.291473e+00
1.227343760629933e+00	3.291475e+00
1.231250010629933e+00	3.291474e+00
1.235156260629933e+00	3.291475e+00
1.239062510629933e+00	3.291475e+00
1.242968760629933e+00	3.291476e+00
1.246875010629933e+00	3.291476e+00
1.250781260629933e+00	3.291477e+00
1.254687510629933e+00	3.291476e+00
1.258593760629933e+00	3.291478e+00
1.262500010629933e+00	3.291477e+00
1.266406260629933e+00	3.291478e+00
1.270312510629933e+00	3.291478e+00
1.274218760629933e+00	3.291479e+00
1.278125010629933e+00	3.291479e+00
1.282031260629933e+00	3.291480e+00
1.285937510629933e+00	3.291479e+00
1.289843760629933e+00	3.291481e+00
1.293750010629933e+00	3.291480e+00
1.297656260629933e+00	3.291481e+00
1.301562510629933e+00	3.291481e+00
1.305468760629933e+00	3.291482e+00
1.309375010629933e+00	3.291481e+00
1.313281260629933e+00	3.291482e+00
1.317187510629933e+00	3.291482e+00
1.321093760629933e+00	3.291483e+00
1.325000010629933e+00	3.291483e+00
1.328906260629933e+00	3.291484e+00
1.332812510629933e+00	3.291483e+00
1.336718760629933e+00	3.291485e+00
1.340625010629933e+00	3.291484e+00
1.344531260629933e+00	3.291485e+00
1.348437510629933e+00	3.291485e+00
1.352343760629933e+00	3.291486e+00
1.356250010629933e+00	3.291485e+00
1.360156260629933e+00	3.291486e+00
1.364062510629933e+00	3.291486e+00
1.367968760629933e+00	3.291487e+00
1.371875010629933e+00	3.291487e+00
1.375781260629933e+00	3.291487e+00
1.379687510629933e+00	3.291487e+00
1.383593760629933e+00	3.291488e+00
1.387500010629933e+00	3.291487e+00
1.391406260629933e+00	3.291489e+00
1.395312510629933e+00	3.291488e+00
1.399218760629933e+00	3.291489e+00
1.403125010629933e+00	3.291489e+00
1.407031260629933e+00	3.291490e+00
1.410937510629933e+00	3.291489e+00
1.414843760629933e+00	3.291490e+00
1.418750010629933e+00	3.291490e+00
1.422656260629933e+00	3.291491e+00
1.426562510629933e+00	3.291490e+00
1.430468760629933e+00	3.291491e+00
1.434375010629933e+00	3.291491e+00
1.438281260629933e+00	3.291492e+00
1.442187510629933e+00	3.291491e+00
1.446093760629933e+00	3.291492e+00
1.450000010629933e+00	3.291492e+00
1.453906260629933e+00	3.291492e+00
1.457812510629933e+00	3.291492e+00
1.461718760629933e+00	3.291493e+00
1.465625010629933e+00	3.291492e+00
1.469531260629933e+00	3.291493e+00
1.473437510629933e+00	3.291492e+00
1.477343760629933e+00	3.291493e+00
1.481250010629933e+00	3.291492e+00
1.485156260629933e+00	3.291493e+00
1.489062510629933e+00	3.291493e+00
1.492968760629933e+00	3.291493e+00
1.496875010629933e+00	3.291492e+00
1.500781260629933e+00	3.291493e+00
1.504687510629933e+00	3.291492e+00
1.508593760629933e+00	3.291493e+00
1.512500010629933e+00	3.291492e+00
1.516406260629933e+00	3.291492e+00
1.520312510629933e+00	3.291491e+00
1.524218760629933e+00	3.291491e+00
1.528125010629933e+00	3.291490e+00
1.532031260629933e+00	3.291490e+00
1.535937510629933e+00	3.291488e+00
1.539843760629933e+00	3.291488e+00
1.543750010629933e+00	3.291486e+00
1.547656260629933e+00	3.291486e+00
1.551562510629933e+00	3.291483e+00
1.555468760629933e+00	3.291482e+00
1.559375010629933e+00	3.291480e+00
1.563281260629933e+00	3.291478e+00
1.567187510629933e+00	3.291475e+00
1.571093760629933e+00	3.291473e+00
1.575000010629933e+00	3.291468e+00
1.578906260629933e+00	3.291465e+00
1.582812510629933e+00	3.291460e+00
1.586718760629933e+00	3.291456e+00
1.590625010629933e+00	3.291449e+00
1.594531260629933e+00	3.291443e+00
1.598437510629933e+00	3.291434e+00
1.602343760629933e+00	3.291426e+00
1.606250010629933e+00	3.291415e+00
1.610156260629933e+00	3.291404e+00
1.614062510629933e+00	3.291388e+00
1.617968760629933e+00	3.291372e+00
1.621875010629933e+00	3.291351e+00
1.625781260629933e+00	3.291326e+00
1.629687510629933e+00	3.291294e+00
1.633593760629933e+00	3.291255e+00
1.637500010629933e+00	3.291199e+00
1.641406260629933e+00	3.291124e+00
1.645312510629933e+00	3.291002e+00
1.649218760629933e+00	3.290778e+00
1.653125010629933e+00	3.289958e+00
1.653613291879933e+00	3.289614e+00
1.653979502817433e+00	3.289078e+00
1.654040537973683e+00	3.288913e+00
1.654162608286183e+00	3.288382e+00
1.654193125864308e+00	3.288135e+00
1.654254161020558e+00	3.287126e+00
1.654264243986240e+00	3.286742e+00
1.654284409917604e+00	3.285147e+00
1.654286669622171e+00	3.284779e+00
1.654291189031304e+00	3.283757e+00
1.654292318883588e+00	3.283381e+00
1.654294578588155e+00	3.282408e+00
1.654297799468243e+00	3.279723e+00
1.654298388002001e+00	3.278843e+00
1.654299565069518e+00	3.276287e+00
1.654299859336397e+00	3.275321e+00
1.654300447870155e+00	3.272757e+00
1.654301102284052e+00	3.267715e+00
1.654301241054712e+00	3.266019e+00
1.654301518596032e+00	3.261525e+00
1.654301847629485e+00	3.252094e+00
1.654302099307599e+00	3.237465e+00
1.654302304923805e+00	3.212363e+00
1.654302491962756e+00	3.163187e+00
1.654302719312242e+00	3.029972e+00
1.654302924241311e+00	2.833820e+00
1.654303227853103e+00	2.479522e+00
1.654303554894730e+00	2.076500e+00
1.654304047765565e+00	1.465402e+00
1.654305033507234e+00	2.671261e-01
1.654305055175143e+00	2.435621e-01
1.654305098510961e+00	1.981529e-01
1.654305185182595e+00	1.180497e-01
1.654305270817480e+00	6.325204e-02
1.654305371836814e+00	3.371898e-02
1.654305414672547e+00	2.791998e-02
1.654305470705117e+00	2.309156e-02
1.654305534168992e+00	1.970604e-02
1.654305613901037e+00	1.706813e-02
1.654305708087260e+00	1.514294e-02
1.654305830599106e+00	1.359489e-02
1.654305985414752e+00	1.240489e-02
1.654306193012126e+00	1.144426e-02
1.654306464928471e+00	1.070343e-02
1.654306843418529e+00	1.010633e-02
1.654307357309319e+00	9.651846e-03
1.654308120593089e+00	9.285073e-03
1.654309452781677e+00	8.976505e-03
1.654311975896223e+00	8.740677e-03
1.654317022125317e+00	8.596528e-03
1.654327114583503e+00	8.537259e-03
1.654347299499876e+00	8.534229e-03
1.654387669332622e+00	8.534625e-03
1.654468408998114e+00	8.534654e-03
1.654629888329098e+00	8.534678e-03
1.654952846991067e+00	8.534706e-03
1.655598764315004e+00	8.534538e-03
1.656890598962879e+00	8.534492e-03
1.659474268258628e+00	8.534064e-03
1.663380518258628e+00	8.533723e-03
1.667286768258628e+00	8.533137e-03
1.671193018258628e+00	8.532807e-03
1.675099268258628e+00	8.532219e-03
1.679005518258628e+00	8.531904e-03
1.682911768258628e+00	8.531315e-03
1.686818018258628e+00	8.531015e-03
1.690724268258628e+00	8.530428e-03
1.694630518258628e+00	8.530141e-03
1.698536768258628e+00	8.529555e-03
1.702443018258628e+00	8.529282e-03
1.706349268258628e+00	8.528696e-03
1.710255518258628e+00	8.528437e-03
1.714161768258628e+00	8.527853e-03
1.718068018258628e+00	8.527608e-03
1.721974268258628e+00	8.527023e-03
1.725880518258628e+00	8.526791e-03
1.729786768258628e+00	8.526207e-03
1.733693018258628e+00	8.525988e-03
1.737599268258628e+00	8.525404e-03
1.741505518258628e+00	8.525199e-03
1.745411768258628e+00	8.524615e-03
1.749318018258628e+00	8.524423e-03
1.753224268258628e+00	8.523840e-03
1.757130518258628e+00	8.523660e-03
1.761036768258628e+00	8.523077e-03
1.764943018258628e+00	8.522910e-03
1.768849268258628e+00	8.522327e-03
1.772755518258628e+00	8.522172e-03
1.776661768258628e+00	8.521590e-03
1.780568018258628e+00	8.521448e-03
1.784474268258628e+00	8.520865e-03
1.788380518258628e+00	8.520734e-03
1.792286768258628e+00	8.520152e-03
1.796193018258628e+00	8.520034e-03
1.800099268258628e+00	8.519451e-03
1.804005518258628e+00	8.519345e-03
1.807911768258628e+00	8.518763e-03
1.811818018258628e+00	8.518668e-03
1.815724268258628e+00	8.518085e-03
1.819630518258628e+00	8.518002e-03
1.823536768258628e+00	8.517419e-03
1.827443018258628e+00	8.517347e-03
1.831349268258628e+00	8.516764e-03
1.835255518258628e+00	8.516704e-03
1.839161768258628e+00	8.516121e-03
1.843068018258628e+00	8.516071e-03
1.846974268258628e+00	8.515488e-03
1.850880518258628e+00	8.515449e-03
1.854786768258628e+00	8.514867e-03
1.858693018258628e+00	8.514839e-03
1.862599268258628e+00	8.514256e-03
1.866505518258628e+00	8.514239e-03
1.870411768258628e+00	8.513657e-03
1.874318018258628e+00	8.513651e-03
1.878224268258628e+00	8.513069e-03
1.882130518258628e+00	8.513073e-03
1.886036768258628e+00	8.512492e-03
1.889943018258628e+00	8.512507e-03
1.893849268258628e+00	8.511927e-03
1.897755518258628e+00	8.511953e-03
1.901661768258628e+00	8.511375e-03
1.905568018258628e+00	8.511413e-03
1.909474268258628e+00	8.510835e-03
1.913380518258628e+00	8.510886e-03
1.917286768258628e+00	8.510311e-03
1.921193018258628e+00	8.510374e-03
1.925099268258628e+00	8.509804e-03
1.929005518258628e+00	8.509881e-03
1.932911768258628e+00	8.509316e-03
1.936818018258628e+00	8.509408e-03
1.940724268258628e+00	8.508850e-03
1.944630518258628e+00	8.508960e-03
1.948536768258628e+00	8.508411e-03
1.952443018258628e+00	8.508542e-03
1.956349268258628e+00	8.508006e-03
1.960255518258628e+00	8.508161e-03
1.964161768258628e+00	8.507642e-03
1.968068018258628e+00	8.507825e-03
1.971974268258628e+00	8.507330e-03
1.975880518258628e+00	8.507546e-03
1.979786768258628e+00	8.507082e-03
1.983693018258628e+00	8.507341e-03
1.987599268258628e+00	8.506916e-03
1.991505518258628e+00	8.507228e-03
1.995411768258628e+00	8.506855e-03
1.999318018258628e+00	8.507231e-03
2.003224268258628e+00	8.506927e-03
2.007130518258628e+00	8.507385e-03
2.011036768258628e+00	8.507168e-03
2.014943018258628e+00	8.507728e-03
2.018849268258628e+00	8.507623e-03
2.022755518258628e+00	8.508313e-03
2.026661768258628e+00	8.508353e-03
2.030568018258628e+00	8.509205e-03
2.034474268258628e+00	8.509429e-03
2.038380518258628e+00	8.510486e-03
2.042286768258628e+00	8.510947e-03
2.046193018258628e+00	8.512264e-03
2.050099268258628e+00	8.513026e-03
2.054005518258628e+00	8.514672e-03
2.057911768258628e+00	8.515818e-03
2.061818018258628e+00	8.517882e-03
2.065724268258628e+00	8.519521e-03
2.069630518258628e+00	8.522117e-03
2.073536768258628e+00	8.524388e-03
2.077443018258628e+00	8.527667e-03
2.081349268258628e+00	8.530757e-03
2.085255518258628e+00	8.534920e-03
2.089161768258628e+00	8.539081e-03
2.093068018258628e+00	8.544404e-03
2.096974268258628e+00	8.549984e-03
2.100880518258628e+00	8.556857e-03
2.104786768258628e+00	8.564364e-03
2.108693018258628e+00	8.573365e-03
2.112599268258628e+00	8.583570e-03
2.116505518258628e+00	8.595605e-03
2.120411768258628e+00	8.609758e-03
2.124318018258628e+00	8.626363e-03
2.128224268258628e+00	8.647309e-03
2.132130518258628e+00	8.671428e-03
2.136036768258628e+00	8.702994e-03
2.139943018258628e+00	8.741141e-03
2.143849268258628e+00	8.795312e-03
2.147755518258628e+00	8.866425e-03
2.151661768258628e+00	8.985492e-03
2.155568018258628e+00	9.187698e-03
2.159474268258628e+00	9.892434e-03
2.159962549508628e+00	1.010026e-02
2.160328760446128e+00	1.037752e-02
2.160832300485190e+00	1.143762e-02
2.160862818063315e+00	1.158498e-02
2.160923853219565e+00	1.207013e-02
2.160939112008628e+00	1.227472e-02
2.160969629586753e+00	1.291081e-02
2.160977258981284e+00	1.318342e-02
2.160992517770346e+00	1.403455e-02
2.160996332467612e+00	1.439772e-02
2.161003961862143e+00	1.550970e-02
